t,id,drive,speed.kmh,occ_nr,x,y,yaw,steer,off,speed,leftTLC,rightTLC,report,OT.or.duration,OTTLC,true.TLC,FADE1.leftTLC,FADE1.rightTLC,FADE1.off,FADE1.TLC.min,FADE0.TLC.min,steer.ampl,steer.min,steer.max,steer.avg,steer.sd,offset.min,offset.max,offset.avg,offset.sd,steer.ampl.360,filter_$,lane.cross,lane.cross.copy,id2,total.search.time,fade1.tlc.min.abs,fade1.off.abs,OT.mean,drive.copy,drive.0
 ,P23,6, , , , , , , , , , , ,1.3, , , , , , , ,.00081381,-.00671387,-.00590006,-.00650746891304348,.000314981842138419,.54254341,.77789354,.691934810724638,.0708687689924474,.2929716,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.913, , , , , , , ,.00268555,-.00284831,-.00016276,-.001064724,.00110429440850903,-.41514134,.26338124,-.0863702203333333,.196238249178104,.966798,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.985, , , , , , , ,.00573731,-.00354004,.00219727,-.00108170976635514,.00206909127207409,-.86429548,-.64190578,-.775130419859813,.0565782586811613,2.0654316,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,2.124, , , , , , , ,.00553386,-.00419108,.00134278,-.00190488475113122,.00213343664132343,-.90902758,-.75482368,-.831962818325792,.0553590589659319,1.9921896,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.533, , , , , , , ,.00032552,-.00284831,-.00252279,-.00260417,.000121724681062063,-.84908605,-.79094243,-.818790284833333,.0174723980742224,.1171872,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.882, , , , , , , ,.00570678,-.0020345,.00367228,7.59820103092784E-05,.00145229471166786,-.90294242,-.20791364,-.594189318402062,.210972668874493,2.0544408,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.593, , , , , , , ,.00337728,-.00724284,-.00386556,-.00593830355421687,.00108794356758005,-.02568519,.22764087,.154789526746988,.075199807359868,1.2158208,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.767, , , , , , , ,.00305175,-.00219726,.00085449,-.000148372375690608,.00127474182217568,.05139911,.16327012,.0859749060773481,.0340714071317877,1.09863,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.868, , , , , , , ,.00020345,.00065104,.00085449,.000823530217391304,7.34775054308992E-05,.14095056,.32505429,.22300335673913,.0564797361102329,.073242,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,2.216, , , , , , , ,.0045166,-.00805664,-.00354004,-.00552606856521739,.00153254610637757,.37720323,.59643018,.533024554565217,.0591574461183104,1.625976,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,2.633, , , , , , , ,.00419108,-.00236002,.00183106,-.00160008269784173,.00119444457684243,-.20923662,.2129041,.0114904373021583,.116910882772321,1.5087888,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.451, , , , , , , ,.00101726,.00048828,.00150554,.00118998163265306,.000405930991617556,-.49626803,-.40684009,-.454913455918367,.0263799428637318,.3662136,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.35, , , , , , , ,.00048828,0,.00048828,.000352844671532847,.000164627421492982,-.69382286,-.6219914,-.671956808978102,.0213574957528777,.1757808,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.584, , , , , , , ,.00268554,-.00183105,.00085449,-.00153737434782609,.000689312734526919,-.6633997,-.59313869,-.622056909378882,.020369124289612,.9667944,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.433, , , , , , , ,.00337727,-.00236002,.00101725,-.000925833133333333,.00117589178341926,-.48756433,-.13085294,-.310368480533333,.10433956357735,1.2158172,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.517, , , , , , , ,.00166829,-.00520833,-.00354004,-.00401136583333333,.000609650359360827,-.00429106,.04159451,.0222357391666667,.0136161026424292,.6005844,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,2.451, , , , , , , ,.00354004,-.0020345,.00150554,-.000178113660377358,.00123985380237274,.03419173,.1295284,.0590742228301887,.0254922005677991,1.2744144,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,2.182, , , , , , , ,.00402832,-.00569661,-.00166829,-.00524972752173913,.000589629938451471,.02594638,.25076842,.187169443869565,.0642049555237228,1.4501952,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.482, , , , , , , ,.00668335,.00118002,.00786337,.00652910367346939,.00171379686375104,-.30426097,-.16733122,-.244867028367347,.0400321643428804,2.406006,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.465, , , , , , , ,.00134278,-.00252279,-.00118001,-.00149739206451613,.000343687062085643,-.41144896,-.23791456,-.286464320387097,.0517033067698976,.4834008,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.383, , , , , , , ,.00150554,.00635783,.00786337,.00755773844444444,.000453409208857816,-.92947531,-.78513455,-.857681354,.0435257572672888,.5419944,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.686, , , , , , , ,.00504557,.00232951,.00737508,.00434991034090909,.00196573103264944,-.90993571,.1350019,-.435049529147727,.308960926288012,1.8164052,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.833, , , , , , , ,.00504557,-.01310221,-.00805664,-.0104345524175824,.00138136416006251,.82897174,1.04831934,.961910725384615,.0665249464160571,1.8164052,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.617, , , , , , , ,.0037028,-.01057943,-.00687663,-.00889757106060606,.001487831697036,.841097,1.02584493,.951209253030303,.0552934855258816,1.333008,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.753, , , , , , , ,.00721232,-.0020345,.00517782,.00255573198863636,.00215332948415876,-.11499918,.4710964,.116262555852273,.1669666981327,2.5964352,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.666, , , , , , , ,.00183105,-.00134277,.00048828,-9.2801754385965E-06,.000535012341037952,-.45429993,-.2359395,-.363117523274854,.0655001899653218,.659178,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.451, , , , , , , ,.0008138,-.00032552,.00048828,.00023856602739726,.000243420088314716,-.48987985,-.37056208,-.44831364109589,.0371946323717871,.292968,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.801, , , , , , , ,.00052897,-.00236002,-.00183105,-.002317765,.000108638273812745,-.3089993,-.20930862,-.257418151794872,.0286095850435182,.1904292,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.72, , , , , , , ,.00203451,-.00386556,-.00183105,-.00276805708333333,.000726990001594337,-.16476917,-.14775658,-.153722567777778,.00457981821362838,.7324236,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.335, , , , , , , ,.00052897,-.00085449,-.00032552,-.0005594875,.000258491596592557,-.14797235,-.07835305,-.12530722219697,.0196242781179707,.1904292,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.6, , , , , , , ,.00032552,-.0037028,-.00337728,-.00350075310344828,.000153381959668023,-.02056789,.03902447,.0109104053448276,.0177059547152889,.1171872,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.985, , , , , , , ,.00301107,-.00284831,.00016276,-.000335536256410256,.000679332488078256,.07300067,.35572529,.186044117025641,.082589374695274,1.0839852,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.432, , , , , , , ,.0037028,-.00939941,-.00569661,-.00799467909090909,.00119357330235593,.54000294,.61951816,.58464726,.0245092493382584,1.333008,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.936, , , , , , , ,.00183105,-.00805664,-.00622559,-.00732761083333333,.000629416817138008,.35295606,.60763597,.5017692953125,.0760927476829777,.659178,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.767, , , , , , , ,.00770061,-.00337728,.00432333,.00269219934065934,.00211236573474439,-.24607229,.17616403,-.115931963461538,.131661030168839,2.7722196,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.1, , , , , , , ,.00349935,-.00419108,-.00069173,-.0034069612295082,.000894893977499341,-.12307966,.19356215,.0407759295901639,.0950099881434154,1.259766,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.877, , , , , , , ,0,-.00606282,-.00606282,-.00606282,0,.29648542,.42782629,.396248391263158,.0356345253769399,0,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.747, , , , , , , ,.00036621,-.00606282,-.00569661,-.00584267666666667,.000178081769534932,.20309067,.35156894,.284097964230769,.0440913736669767,.1318356,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,1.768, , , , , , , ,.00354004,-.00472005,-.00118001,-.003478535,.000953323103687301,-.29199862,.0219388,-.140439631264368,.0857707155081317,1.2744144,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,2.64, , , , , , , ,.00187175,-.00354004,-.00166829,-.00207034440433213,.000527150500858312,-.68632174,-.40857625,-.606850242851986,.0836197388961265,.67383,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.508, , , , , , , ,.0008138,-.00150553,-.00069173,-.00113562090909091,.000360494989122583,-.59402966,-.4902432,-.549400619454545,.029614100278005,.292968,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.633, , , , , , , ,.00052897,-.00472005,-.00419108,-.00461662958333333,.000105121225251685,-.34301615,-.12280333,-.235872410972222,.06601351672429,.1904292,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,6, , , , , , , , , , , ,.719, , , , , , , ,0,-.00553385,-.00553385,-.00553385,0,.07863641,.31444371,.201531876133333,.0700137883240903,0,1, ,0, ,120.449666656667, , ,2.2079875,6,6
 ,P23,7, , , , , , , , , , , ,.767, , , , , , , ,.00305176,-.01127116,-.0082194,-.00931272652173913,.00114790285357668,.20039296,.22374761,.211869350724638,.00599494277882232,1.0986336,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.716, , , , , , , ,.00203451,-.0074056,-.00537109,-.00571056271428571,.000575984166008516,.32070184,.53382468,.421531690714286,.0615094925484629,.7324236,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.355, , , , , , , ,.00215658,-.01595052,-.01379394,-.0151663112121212,.000837692264874002,.84074783,.88283813,.867268373939394,.0128441855366986,.7763688,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.284, , , , , , , ,.00907389,-.0176595,-.00858561,-.0121770073786408,.00238900180716983,.12654412,.80898309,.503524482815534,.201020366030531,3.2666004,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.273, , , , , , , ,.01156616,-.00671387,.00485229,.00129447394957983,.00371464602921573,-.7068913,-.32529449,-.581756209159664,.11556798924592,4.1638176,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.466, , , , , , , ,.00231934,-.00687663,-.00455729,-.00500002186567164,.000523353118299046,-.73157072,-.65807128,-.710375408656716,.022503391985686,.8349624,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.416, , , , , , , ,.0016683,-.00671387,-.00504557,-.00548483984848485,.000629020979341616,-.60846901,-.56860876,-.591618369772727,.0104019232096094,.600588,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.733, , , , , , , ,0,-.00553385,-.00553385,-.00553385,0,-.5474329,-.5297215,-.537273514084507,.00495446849121725,0,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.867, , , , , , , ,.00069174,-.00622559,-.00553385,-.00599571350649351,.000295404763933569,-.51913452,-.50839591,-.512572691168831,.00313348753792755,.2490264,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.422, , , , , , , ,.00032552,-.00354004,-.00321452,-.00323899518796992,6.49071592516842E-05,-.53230047,-.47102666,-.514756127669173,.0177686804198132,.1171872,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.817, , , , , , , ,.00134277,-.00386556,-.00252279,-.00338221212121212,.000307557080255999,-.36784363,.13065839,-.137510376545455,.145819898265326,.4833972,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.555, , , , , , , ,.0024821,-.01090495,-.00842285,-.0106849216666667,.000602212512179439,.31318378,.4360441,.380530438518519,.0361428185723163,.893556,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.023, , , , , , , ,.0037028,-.00805664,-.00435384,-.00571800768041237,.00107831371399511,.08444548,.45118177,.29774415814433,.112013490712408,1.333008,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.278, , , , , , , ,.00215657,-.00183105,.00032552,-.00066566296875,.000954206809152011,-.15092421,-.01256251,-.107527313984375,.0398874275944914,.7763652,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.589, , , , , , , ,.00016276,-.00301107,-.00284831,-.0028505395890411,1.89838151347754E-05,-.15046334,-.04593277,-.111749647328767,.0314112839172721,.0585935999999999,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.95, , , , , , , ,0,-.00354004,-.00354004,-.00354004,0,.03407419,.16158938,.0949693170833333,.0369668472792023,0,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.499, , , , , , , ,0,-.0037028,-.0037028,-.0037028,0,.21756148,.27764714,.244642223571429,.0175658659098466,0,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.306, , , , , , , ,.00236003,-.00622559,-.00386556,-.00609750373913043,.000439479813650265,.33724272,.38144481,.367470932869565,.0124802367832108,.8496108,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.594, , , , , , , ,.00236002,-.00537109,-.00301107,-.00388284660130719,.000669186164260034,-.16030741,.24297988,.0508038782352941,.119318849043005,.8496072,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.501, , , , , , , ,.00989787,-.00520833,.00468954,-.00206205987341772,.00263669350179453,-.36523294,-.09648526,-.241225099156118,.0920532393384256,3.5632332,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.556, , , , , , , ,.00118002,-.00354004,-.00236002,-.00291530873333333,.000552637015949632,-.14977169,-.08731031,-.117752633733333,.0198607765231276,.4248072,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.467, , , , , , , ,.00138347,-.00321452,-.00183105,-.0023280170292887,.000532644743272752,-.24780273,-.1720984,-.217387875481172,.0228888707843198,.4980492,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.622, , , , , , , ,.00032552,-.00016276,.00016276,.000131891724137931,7.12193673673339E-05,-.25164771,-.21342826,-.236435158965517,.0112302919250868,.1171872,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.567, , , , , , , ,.00317383,-.00402832,-.00085449,-.00306309852459016,.000741524621310268,-.15548301,.10998046,.00410189102459016,.0822115301332336,1.1425788,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,3.254, , , , , , , ,.00484212,-.00435384,.00048828,-.00159387489932886,.000935000321307939,.14825201,.32418644,.222259975536913,.0513850257295034,1.7431632,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.65, , , , , , , ,0,-.0037028,-.0037028,-.0037028,0,.39381731,.46911442,.435034177704918,.0222921874046448,0,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.773, , , , , , , ,.00048829,-.00284831,-.00236002,-.00238749987012987,9.66634147780941E-05,.50489366,.53206384,.519088401558442,.00741439682018262,.1757844,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.739, , , , , , , ,.00134277,-.00435384,-.00301107,-.00407532396551724,.000432516408316927,.31818175,.53971529,.462950964022988,.0664762702447595,.4833972,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.471, , , , , , , ,0,.00065104,.00065104,.00065104,0,-.09204304,.17089534,-.0173930284848485,.0778581021833503,0,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.289, , , , , , , ,.00069173,.00032552,.00101725,.000736394372093023,.000260051936590983,-2.396E-05,.73244512,.323389118790698,.222541733295773,.2490228,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.261, , , , , , , ,.01175944,-.01090495,.00085449,-.00442335266666667,.00359617705208215,.65918791,1.08010411,.89689673625,.127438652813498,4.2333984,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.005, , , , , , , ,.00992839,-.00842285,.00150554,-.00676303427083333,.00251537729898825,-.39205313,.47772193,.145645174583333,.253511370829455,3.5742204,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.684, , , , , , , ,.00773111,.00432333,.01205444,.00963721710144928,.00236364763923394,-1.27696037,-1.16449738,-1.24394301014493,.0338643566086976,2.7831996,1, ,1, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.505, , , , , , , ,.01091512,-.00472005,.00619507,.00153605265306122,.00400431809561554,-.79999208,-.62485027,-.71969322755102,.0509472776053788,3.9294432,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.422, , , , , , , ,.00101725,-.00923665,-.0082194,-.00891775395348837,.000297148489392565,.21427417,.41892922,.32076842627907,.0591422644825497,.36621,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.622, , , , , , , ,.00569661,-.00537109,.00032552,-.00305247070175439,.00192996999887846,.61578059,.64054406,.632261986842105,.00733526792968326,2.0507796,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.05, , , , , , , ,.00520833,-.00472005,.00048828,-.00314971444444444,.00188354568580153,.42551899,.67002583,.563119441944444,.0751782647625893,1.8749988,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.823, , , , , , , ,.00252279,-.00284831,-.00032552,-.00233401224043716,.000871205924683879,-.10587144,.25924873,.103798546994536,.102471660393683,.9082044,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.539, , , , , , , ,.00334676,.00032552,.00367228,.00267544093333333,.00133774439891708,-.39126205,-.27648926,-.352955099466667,.0319506026649599,1.2048336,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.072, , , , , , , ,.00150553,-.00219726,-.00069173,-.00148462912568306,.000538005227335098,-.19489288,.01709306,-.0426304669945355,.0626765019292747,.5419908,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.183, , , , , , , ,.00420126,.00048828,.00468954,.0040691099047619,.00115568840312793,-.93819523,-.28243947,-.650806131761905,.201734914716797,1.5124536,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.466, , , , , , , ,.00786336,.00032552,.00818888,.00215999364963504,.00240392555816611,-.87954021,-.1246829,-.530100956569343,.224936961518174,2.8308096,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.367, , , , , , , ,.0037028,-.00789388,-.00419108,-.00644270190839695,.00111453582659199,.11545825,.67994559,.447665593587786,.160809242269089,1.333008,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.55, , , , , , , ,.01189168,-.00606282,.00582886,-.00158313407142857,.00337594325134609,.22753465,.77018535,.5039123425,.168147192144689,4.2810048,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.384, , , , , , , ,.00802612,-.00219726,.00582886,.001131058515625,.00230107609150814,.09555423,.20142555,.130773176953125,.0326552974415835,2.8894032,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.489, , , , , , , ,.00773112,-.00891113,-.00118001,-.00589451613636364,.00258487096256337,.14715981,.31045032,.263331294166667,.0490161451708882,2.7832032,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,3.167, , , , , , , ,.00537109,-.00569661,-.00032552,-.00273984531034483,.00138358120474587,-.79227638,-.0355835,-.386538578517241,.225214387098318,1.9335924,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.884, , , , , , , ,.01022339,-.00268555,.00753784,.000183805900383142,.00344664639108149,-1.02806854,-.26910663,-.707585808965517,.251137986587284,3.6804204,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.2, , , , , , , ,.00203451,-.00622559,-.00419108,-.00468342963636364,.000688042374327041,-.0549922,.1003418,.0340049865454545,.0444309702404569,.7324236,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.589, , , , , , , ,.00687663,-.00622559,.00065104,-.00109512841059603,.00165718090586598,.10358691,.16988325,.119991734039735,.0162504066854358,2.4755868,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,3.117, , , , , , , ,.00602213,-.00553385,.00048828,-.000743820460992908,.00166061143011415,.30897963,1.38873875,.759225074078014,.312495350959519,2.1679668,1, ,1, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.689, , , , , , , ,.00472005,-.00520833,-.00048828,-.00287718193548387,.00207201268136179,-.69881797,-.50776029,-.605689218387097,.0576577392447238,1.699218,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.801, , , , , , , ,.00419108,-.00520833,-.00101725,-.00182948193050193,.00122189081898233,-.33700347,.6416378,.0370812397683398,.28061858096519,1.5087888,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.722, , , , , , , ,.00504558,-.01847331,-.01342773,-.01632181578125,.0014661433658182,1.10763788,1.15755653,1.14253495421875,.014262764596931,1.8164088,1, ,1, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.989, , , , , , , ,.0028483,-.00236002,.00048828,-.000294540113636364,.0011789207909238,.65597188,.91857195,.767609738977273,.0793926542235684,1.025388,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.599, , , , , , , ,.00451661,-.00687663,-.00236002,-.00415994805369128,.00108162041098609,.64846754,.93261302,.767245983288591,.0860518699777609,1.6259796,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.617, , , , , , , ,.01143392,-.01647949,-.00504557,-.00822669517241379,.00371430806444505,.70381498,1.06781352,.910465222827586,.117054188425224,4.1162112,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.816, , , , , , , ,.00215658,-.01090495,-.00874837,-.0091400125,.000583525406155648,.30939364,.55727327,.444194108625,.0736578984413479,.7763688,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.989, , , , , , , ,.00305176,-.0074056,-.00435384,-.00575926636363636,.00101155859166189,-.67050219,.08128452,-.326293490056818,.217618284387158,1.0986336,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.665, , , , , , , ,.00472005,-.00724284,-.00252279,-.00370824464968153,.00182387606112414,-.93807793,-.84634805,-.908228429426752,.0252782923664198,1.699218,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.734, , , , , , , ,0,-.00569661,-.00569661,-.00569661,0,-.8016243,-.37000608,-.62356036993865,.123725421946724,0,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.333, , , , , , , ,.0045166,-.01175944,-.00724284,-.00976297829268293,.00134071852289568,-.0321058,.50293338,.24213734203252,.150714631227558,1.625976,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.166, , , , , , , ,.01057942,-.01680501,-.00622559,-.00775146721052632,.00262389958390363,.3574028,.96839345,.596922743157895,.186828382673446,3.8085912,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.982, , , , , , , ,.00101725,-.00858561,-.00756836,-.00801401238095238,.000404451464977494,.35048079,.63775396,.454630839642857,.0835181218417662,.36621,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.649, , , , , , , ,.00891113,-.01696777,-.00805664,-.0139087282089552,.00253700110454004,.6248076,.83857858,.770513993880597,.0670793505350357,3.2080068,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,2.466, , , , , , , ,.000325519999999999,-.0082194,-.00789388,-.00821352721649484,3.84079556402141E-05,.5120101,.86847365,.613225297835052,.10815826036436,.1171872,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,.514, , , , , , , ,.01404623,-.03386231,-.01981608,-.027795870212766,.00558988657170075,.96106023,1.08685887,1.04545915978723,.0410013172263353,5.0566428,1, ,0, ,120.449666656667, , ,2.2079875,7,7
 ,P23,7, , , , , , , , , , , ,1.016, , , , , , , ,.00268555,-.00858561,-.00590006,-.00703991675324675,.000849031401002345,-.18308187,.27699423,.0257560681818182,.134925231627563,.966798,1, ,0, ,120.449666656667, , ,2.2079875,7,7
